id,edad,genero,estado_civil,residencia,nivel_educativo,grado_estudios,ocupacion,paga_estudios,acceso_internet,banos,autos,computadoras,telefonos,servicios,nivel_educativo_hogar,personas_en_hogar,personas_en_hogar_trabajan,ingreso_mensual_hogar,personas_dependientes,nivel_socioeconomico,tiempo_libre_dia,frecuencia_ejercicio,frecuencia_leer,frecuencia_videojuegos,frecuencia_peliculas,frecuencia_conciertos,frecuencia_bares,frecuencia_escuchar_musica,lugares_visitados_tiempo_libre,consumo_videojuegos,razon_videojuegos,videojuegos_que_consume,frecuencia_videojuego_role,frecuencia_videojuego_accion,frecuencia_videojuego_aventura,frecuencia_videojuego_arcade,frecuencia_videojuego_deportivo,frecuencia_videojuego_estrategia,frecuencia_videojuego_simulacion,frecuencia_videojuego_juegomesa,frecuencia_videojuego_juegomusical,medio_consumo_videojuegos,consumo_simultaneo_musica_videojuego,tipo_musica_simultaneo_videojuegos,frecuencia_consumo_musica,actividades_simultaneas_consumo_musica,generos_musicales_favoritos,artistas_consumo_mayor_frecuencia,razon_consumo_artistas,donde_consumo_musica,importancia_musica_diaria,plataformas_streaming_consumo_musica,frecuencia_consumo_musica_listas_personalizadas,frecuencia_consumo_musica_listas_plataformas,frecuencia_consumo_musica_playlist_populares,frecuencia_consumo_musica_algoritmo_descubrimiento,como_descubre_musica_nueva,otra_manera_descubrimiento_musica,frecuencia_consumo_videos_musicales,razon_valoracion_cancion,razon_valoracion_video_musical,frecuencia_consumo_instagram,frecuencia_consumo_tiktok,frecuencia_consumo_twitter,frecuencia_consumo_youtube,frecuencia_consumo_facebook,importancia_seguimiento_tendencias_musicales,redes_sociales_utilizadas_novedades_musicales,creadores_contenido_frecuencia,creadores_contenido_no_le_gustan,es_fan,de_que_es_fanatico,razon_fanatico,tiempo_fanatico,consideracion_fanatico_artista,que_artista_banda_fanatico,razon_fan_artista,motivos_fan_artista,tiempo_fan_artista,frecuencia_participacion_comunidad_blog_web_fans,frecuencia_participacion_comunidad_discord,frecuencia_participacion_comunidad_grupos_facebook,frecuencia_participacion_comunidad_telegram,frecuencia_participacion_comunidad_instagram,frecuencia_participacion_eventos_en_vivo,frecuencia_participacion_comunidad_fanfiction,frecuencia_participacion_youtube,frecuencia_participacion_twitch,redes_sociales_artistas_favoritos,importancia_artista_redes,factores_seguir_artista_redes,factores_dejar_seguir_artista_redes,compra_productos_promocion_redes,asistencia_eventos_artista_promocion,dinamica_agradaria_artista_favorito,frecuencia_compra_boletos_conciertos,frecuencia_compra_disco_viniles,frecuencia_compra_playeras_artistas,frecuencia_compra_sudaderas_artistas,frecuencia_compra_gorras_artistas,frecuencia_compra_pulsera_accesorios_artistas,frecuencia_compra_cobijas_artistas,frecuencia_compra_peluches_artistas,frecuencia_compra_figuras_coleccion_artistas,frecuencia_compra_tazas_vasos_artistas,frecuencia_compra_stickers_artistas,frecuencia_compra_posters_artistas,frecuencia_compra_bolsas_totes_artistas,frecuencia_compra_llaveros_pines_artistas,otro_producto_artista_fav,marcas_productos_hobbies
99,23,0,Soltero,"Iztacalco ","Licenciatura Incompleta","Instituto Politécnico Nacional ","Solo estudio","Mi padre/madre o tutor",1,1,0,1,2,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Secundaria Completa","1-2 personas",Ninguno,1,"1-2 personas",2,0,3,1,1,2,1,1,3,"Canchas de basquetbol ",1,"Es entretenido, aliviana el estrés ","Rainbow Six Siege 
Minecraft 
Valorant",2,2,2,2,2,2,2,2,2,"X-box, PC, Tablet o Ipad",1,"Rock, Rap, Trap, Indie Rock Alternativo ",2,"Viajar en transporte público, actividades escolares ","Rock, Hiphop, Metal","Red Hot Chili Peppers 
Twenty One Pilots
Tyler, The creator","Me gusta el concepto musical que manejan","En casa, En la universidad, En el transporte público",3,"Spotify, YouTube Music",3,3,1,2,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Tendencias, Colaboraciones con artistas que escucho","A veces en redes sociales ",2,"Su ritmo y la letra ","Que sea fluido de acuerdo a lo que la canción desea transmitir ",3,3,2,2,2,2,"Instagram, TikTok","Negaluisja, Beth Cast, Javier Ibarreche","No sabría decir quién no me gusta",1,"Del anime","Me gusta, me agradan las historias fantasiosas",3,1,"Kendrick Lamar, Twenty One Pilots, Interpol","Me identifico con su música o sus letras, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma","Me gustan los ritmos que manejan",5,1,1,2,1,2,2,0,2,2,"Instagram, Tik Tok, Facebook, Youtube, X",3,"Me gusta su música, Me interesa su vida personal, Quiero estar al día con sus novedades","Alguna funa ",0,1,"Oportunidades de subir al escenario con ellos",2,2,2,2,2,2,1,2,2,2,2,2,2,2,"Creo no hay más ","Doctor pepper "
100,23,0,Soltero,"Atizapán de Zaragoza","Licenciatura Incompleta",ULA,"Trabajo tiempo completo y estudio",,1,2,5,5,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.)","Licenciatura Incompleta","3-4 personas","3-4 personas",5,"1-2 personas",3,0,3,0,2,2,3,1,3,Gimnasio,1,"Satisfacción personal","Minecraft, Diablo 4, GTAV",2,3,3,1,0,1,2,0,0,"X-box, Celular",0,"No aplica",1,"Manejar, gimansio","Pop, Reggaeton, Electrónica","Skrillex, Natanael Cano, One Direction","Porque están bien chidos","En casa, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"Apple Music, Apple music",3,0,0,0,"Familia, Redes sociales","Ninguna otra",3,Ritmo,Producción,3,2,1,2,1,1,"No estoy al tanto de las tendencias","Adrian Saenz, Dross, DocTops",Ninguno,1,"De los festivales","Te hacen sentir que no existen los problemas ni preocupaciones",4,1,"Oliver Heldens, Avicci, Kygo","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma","Porque son dioses",5,1,0,0,0,0,0,0,1,0,Instagram,2,"Me gusta su música, Me interesa su vida personal","Que haga algo que no vaya con mis convicciones",0,0,"Que venga a Mexico",3,0,0,0,0,0,0,0,0,1,1,1,0,0,Ninguno,"Apple Music, Monster Energy, EPura"
101,23,1,Soltero,"Ecatepec de morelos","Licenciatura Completa","Centro de Estudios Universitarios Hermann Grassmann","Trabajo tiempo completo",,1,1,0,2,4,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Secundaria Incompleta","3-4 personas","3-4 personas",4,"3-4 personas",2,1,3,2,3,3,3,2,3,Plazas,1,"Me quitan el estres","GTA,GOD OF WAR,INJUSTICE",2,3,3,2,2,2,3,3,3,Playstation,1,"Trap argentino",3,"Trabajar,hacer aseo","Pop, Reggaeton, R&b","Tiago Pzk, Duki, Emilia Mernes","Me transmiten paz","En casa, En el trabajo, En el transporte público, Mientras hago ejercicio",3,"Spotify, Apple Music",3,2,2,3,"Amigos, Redes sociales",Tiktok,3,"La letra y el beat","La calidad del video",3,3,2,2,2,1,"Instagram, TikTok","Kass Quezada Lupita Villalobos valen reyes","Aron Mercuri rod contreras ",0,"Sin fanatismo","No aplica",0,1,"Tiago pzk, Duki y Emilia Mernes","Me identifico con su música o sus letras, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma","Me gusta mucho el beat de la musica",4,3,2,2,2,3,3,2,3,3,"Instagram, Tik Tok, Facebook, Youtube",4,"Me gusta su música, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Sus actitudes ",1,1,"Meet and greet",3,2,3,3,3,3,3,3,3,3,3,3,3,3,Ninguno,Sabritas
102,23,1,Soltero,"San Martin de las pirámides ","Licenciatura Completa","Universidad politécnica de Texcoco ","Trabajo tiempo completo",,1,1,1,2,5,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Carrera técnica completa","5 o más personas","3-4 personas",3,"3-4 personas",3,0,3,2,3,3,2,2,3,"Centros recreativo ",1,"Me entretiene","Free fire cod ",2,2,2,2,1,2,1,0,0,Celular,1,"Pop ",3,Trabajo,"Pop, Reggaeton, Corridos tumbados","The weekend shidarta Bad Bunny ","Me gustan ","En el trabajo, En el transporte público, Mientras hago ejercicio",3,Spotify,3,2,0,1,"Amigos, Redes sociales",.,2,"Letra ritmo","Producción ",2,3,0,1,3,2,"TikTok, Facebook","Silvana, Valentina de la cuesta ",.,0,"Sin fanatismo","No aplica",0,1,"Cold play, Bad Bunny, the weekend ","Me identifico con su música o sus letras","Me traen recuerdos ",5,1,0,1,1,1,0,0,0,0,"Instagram, Tik Tok",2,"Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Cuando tiran hate",0,0,.,1,0,1,1,1,3,0,0,0,0,0,0,0,0,.,.
103,24,1,Soltero,"Cuautitlán Izacalli","Licenciatura Incompleta","Uvm lago de Guadalupe ","Estudio y trabajo medio tiempo","Yo pago por mis estudios",1,2,2,4,4,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.)","Licenciatura Completa","3-4 personas","3-4 personas",5,"3-4 personas",4,0,3,3,0,2,1,1,3,Gym,0,"Generalmente no tengo tiempo ","No ",0,2,2,2,2,0,0,0,0,"X-box, Nintendo",0,"No aplica",3,"Trabajo de oficina, actividades escolares ,ejercicio , limpieza del hogar ","Rock, Hiphop, Cumbia","Sabino , José Madero, Rels B ","Me gusta su estilo ","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,Deezer,3,2,1,1,"Redes sociales, Colaboraciones con artistas que escucho","Amigos comparten sus canciones ",2,"La melodía ","Los encuadres ",3,3,1,2,0,1,"Instagram, TikTok, YouTube",,,1,"Harry Potter ","Un gusto que tengo desde Niña",5,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",3,3,1,1,1,2,0,0,0,0,0,2,0,0,"Ninguno ","Coca cola"
104,24,1,Soltero,"Cuautitlán Izcalli ","Licenciatura Completa","Escuela nacional de antropología e historia ","Solo estudio","Mi padre/madre o tutor",1,1,0,1,2,"Ninguno de los anteriores","Licenciatura Completa","1-2 personas","1-2 personas",1,"1-2 personas",2,0,1,2,0,2,0,0,3,"Museos, parques, ",1,"Desde niña han estado en la familia porque sus papás jugaban, toda su familia juega","Silent Hills, The forest, generó shoter",0,0,2,0,0,0,3,2,2,Playstation,0,"No aplica",3,"Transporte, quehacer, ","Reggaeton, Electrónica, Trapmetal","Ghosthemane, Die antwoord, Humbe","Los ritmos son muy fuertes y la desastres, por el tipo de letra, el mensaje  no romántisa el amor como otros ","En casa, En el transporte público, Mientras hago ejercicio, En reuniones o fiestas",3,Spotify,3,2,3,3,"Familia, Playlists o algoritmos de plataformas, Tendencias, Colaboraciones con artistas que escucho, Shazam o Soundhound","En eventos de danza ",1,"El ritmo","La estética y que tenga una armonía ",3,3,1,3,3,1,"No estoy al tanto de las tendencias","Retojorgais, Lizbeth Rodriguez, Eder Hernández ","Memo Aponte, Los polinesios, 6 de copas",1,"Exo, Kai, las Sabritas, la tendencia goth, die antwoord, silent Hills, cultura mesopotamica","Me gusta mucho la estética de estos estilos, grupos y las Sabritas me recuerdan a mi infancia ",5,1,"Exo, Die antwoord y Kai","Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Sus ritmos musicales ",5,3,0,2,0,2,0,3,3,0,"Instagram, Facebook, Youtube, Spotify ",2,"Me gusta su música, Me gustan sus contenidos exclusivos (videos, fotos, etc.), Para estar informada sobre sus conciertos, anuncios sobre sus giras","Ya no le gusta su música, le parece aburrido su nuevo estilo, ",1,0,"Gira mundial, ",2,2,0,1,0,1,0,0,0,0,3,1,1,2,"Maquillaje, cosméticos, la ropa que sus artistas suelen usar en sus videos ","Cuando ve películas Sabritas y coca cola, palomitas act- ll, agua epura"
105,24,0,Soltero,Ecatepec,"Licenciatura Incompleta","FES Aragón ","Estudio y trabajo medio tiempo","Yo pago por mis estudios",1,2,4,2,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Carrera técnica completa","3-4 personas","3-4 personas",5,"1-2 personas",3,1,3,1,2,1,2,3,3,"Beer discotec, bares, cines, cafeterias",1,"Me distraen","Fortnite, fifa y warzone",0,3,1,1,2,1,1,2,0,"X-box, Celular, PC",0,"No aplica",1,"Quehacer, gym","Rock, Reggaeton, Salsa","Luis Miguel, Rels B, Rauw Alejandro","Porque me gustan","En casa, En transporte propio, Mientras hago ejercicio",3,"Spotify, YouTube Music",0,3,3,3,"Amigos, Redes sociales, Tendencias, Espacios públicos","Ya esta todo",2,"Su letra o ritmo","Su calidad",3,3,1,3,3,2,"Instagram, Facebook","Luisito Comunica, juve3dstudio, yulay","Anuel AA, Paquideus, Cristiano Ronaldo",1,"De Messi","Me gusta como juega",5,1,"Rels b, Luis Miguel, los mesoneros","Me identifico con su música o sus letras, Han impactado mi vida de alguna forma","Porque me gustan su ritmo",3,0,0,3,0,3,0,0,3,0,Instagram,3,"Me gusta su música","Que traten mal a sus fans",0,1,"Un cuestionario de sus canciones y una carne asada con sus fans",3,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,"Pirma, adidas, nike"
106,25,1,Soltero,"Atizapan ","Licenciatura Completa",UNITEC,"Trabajo tiempo completo",,1,2,2,4,2,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","1-2 personas","1-2 personas",5,"1-2 personas",3,1,3,2,2,3,2,3,3,Gimnasio,0,"No tengo tiempo","Mario kart",2,2,2,2,2,2,2,2,2,Celular,1,"De todo",3,Trabajar,"Pop, Reggaeton, Electrónica","Coldplay, morat, kygo","Me gusta","En casa, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,Spotify,3,3,3,2,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Tendencias, Colaboraciones con artistas que escucho, Espacios públicos",Amigos,2,"Buen ritmo, letra","Que esté bonito ",3,3,2,3,3,1,"No estoy al tanto de las tendencias",,,1,"One direction, morat","Me gusta su música ",3,1,"One direction, morat","Me identifico con su música o sus letras","Me gustan ",3,1,1,1,1,1,1,1,1,1,"Instagram, X",0,"Me gusta su música, Me interesa su vida personal, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","No me gusta su contenido o forma de ser ",1,1,"Ganarse un meet & greet",3,2,2,2,2,2,2,2,2,2,2,2,2,2,Discos,.
107,25,0,Soltero,"Cuautitlan Izcalli","Licenciatura Incompleta","UVM Lomas Verdes ","Solo estudio","Mi padre/madre o tutor",1,2,1,3,4,"Servicio de televisión por cable o satelital","Preparatoria Incompleta","3-4 personas","1-2 personas",3,"1-2 personas",2,0,3,2,3,1,0,0,3,GYM,1,"Es una actividad que gusta demasiado","Shooter, RPG. MOBA",0,3,3,3,1,3,3,2,0,"Playstation, PC",0,"No aplica",2,GYM,"Rock, Reggaeton, Reggae","Bones, Jhayco, Amenazzy","Por que tienen canciones muy buenas","En casa, En la universidad, Mientras hago ejercicio",2,Spotify,3,0,2,0,"Redes sociales","En YouTube Aleatorio",2,"SI se escucha bien y tiene ritmo","Me da curiosidad los escenarios y como van de la mano con la musica",3,3,1,3,0,1,TikTok,"Esen, El mariana. lalobri","komanche solo el",0,"Sin fanatismo","No aplica",0,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Solo un album digital ",Spotify
108,26,0,Soltero,Iztacalco,"Carrera técnica completa","Colegio nacional de educación profesional técnica ","No trabajo ni estudio actualmente",,1,2,2,2,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","5 o más personas","5 o más personas",4,"3-4 personas",3,3,2,1,2,2,1,1,3,"El centro de la CDMX",1,"Porque es una forma de escapar de la realidad(?)","Fortnite, bioshock, y varios juegos de scape rooms (puzzles)",1,2,3,1,0,3,2,1,2,"X-box, Nintendo, Celular, PC",1,"Downtempo, house, dreamwave ",1,"Ejercicio, jugar, hacer el quehacer ","Electrónica, Jazz, Soul","Boogie belguique, christian Löffler, Alex Lusting","Porque se me hacen canciones relajantes y con las cuales puedo concentrarme ","En casa, En el transporte público, En transporte propio, Mientras hago ejercicio",3,"Spotify, YouTube Music, Musica formsto mp3 xD",2,2,1,2,"Playlists o algoritmos de plataformas, Estaciones de radio, Espacios públicos, Shazam o Soundhound","Por videojuegos ",1,"Que te de algun sentimiento o emocion aunque no tenga ninguna letra ","Pues que no traigan chichis o culos xD y que traiga mejor paisajes y/o efectps especiales ",2,1,1,2,3,0,"No estoy al tanto de las tendencias","Ninguno no sigo creadores de contenido como tal ","Ya que insisten a mi amix el aizack(?) ",1,"De bailar en general  ","Porque hace sentirme bien y expresarme como persona ",5,1,"Boogie belguique, goth babe, yann tiersen","Me identifico con su música o sus letras, Han impactado mi vida de alguna forma","Porque me gustaria escucharlos en vivo alguna vez ",4,1,1,2,1,1,1,1,1,1,"Facebook, Youtube, X",3,"Me gusta su música","Nada en realidad ",1,0,"Rifa de algun disco de vinilo ",1,2,1,1,0,1,0,0,0,0,0,0,0,1,"Vinilos ","Awa de uwu, cafe cielito querido cafe(?)"
